Sample,Class,Li,Be,B,Na,Mg,Al,Si,P,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Nb,Mo,Ag,Cd,Cs,Ba,Ta,W,Tl,Pb
S_138,Class_2,13.20 ,0.30 ,305.70 ,6557489.70 ,1307832.60 ,220.20 ,106059.60 ,12313222.80 ,16613672.40 ,75401.40 ,637.80 ,27.60 ,88.80 ,309.90 ,9790.50 ,19.50 ,10.50 ,1255.20 ,18260.40 ,0.30 ,0.30 ,3758.70 ,1296.60 ,4557.00 ,2006.10 ,3.90 ,24.90 ,0.30 ,0.30 ,109.50 ,31.80 ,8.40 ,0.30 ,0.60 ,0.60 
S_139,Class_2,8.70 ,0.60 ,145.50 ,4900782.30 ,1036127.40 ,1455.30 ,212148.90 ,11412796.80 ,13569080.70 ,105016.80 ,980.10 ,15.00 ,24.90 ,222.00 ,4626.30 ,7.80 ,11.10 ,707.40 ,10673.10 ,0.60 ,0.30 ,2039.40 ,998.40 ,3082.80 ,2115.00 ,4.20 ,5.40 ,3.00 ,1.20 ,87.90 ,61.80 ,14.40 ,0.90 ,0.30 ,1.80 
S_140,Class_2,6.90 ,0.00 ,84.00 ,4512843.00 ,868353.60 ,1779.90 ,97592.40 ,7981563.60 ,9972291.30 ,57578.70 ,898.50 ,14.10 ,29.70 ,219.60 ,5927.70 ,13.50 ,12.30 ,939.90 ,10279.50 ,0.30 ,0.30 ,2174.10 ,798.30 ,2697.00 ,1356.90 ,10.20 ,11.10 ,0.30 ,0.90 ,72.90 ,227.10 ,15.30 ,9.00 ,0.30 ,0.90 
S_141,Class_2,8.40 ,0.60 ,148.50 ,5800927.20 ,1332906.30 ,739.80 ,349191.30 ,14030793.90 ,17252829.90 ,69799.50 ,900.30 ,18.00 ,21.00 ,260.40 ,5993.40 ,15.30 ,11.40 ,830.70 ,13057.20 ,0.30 ,0.30 ,2343.30 ,1196.10 ,4042.50 ,1442.40 ,0.60 ,7.50 ,1.50 ,0.00 ,110.10 ,36.90 ,6.90 ,1.20 ,0.30 ,3.30 
S_142,Class_2,39.90 ,0.60 ,570.00 ,3002234.40 ,1667579.70 ,795.00 ,407034.60 ,16635710.10 ,19544597.10 ,104001.00 ,1006.20 ,24.90 ,24.00 ,335.70 ,12741.60 ,9.00 ,220.50 ,3027.00 ,16684.20 ,0.00 ,0.30 ,1504.50 ,2476.50 ,4271.70 ,1839.60 ,0.30 ,7.80 ,1.20 ,5.70 ,99.90 ,26.40 ,7.20 ,0.90 ,2.40 ,8.40 
S_143,Class_2,6.60 ,0.00 ,49.50 ,4665477.90 ,981542.40 ,648.60 ,108066.30 ,8464390.20 ,10931256.90 ,56126.70 ,652.20 ,18.90 ,62.40 ,183.00 ,5194.20 ,9.90 ,7.50 ,774.60 ,10636.80 ,0.30 ,0.00 ,1623.00 ,840.30 ,2817.60 ,1491.90 ,3.30 ,10.50 ,0.00 ,0.30 ,79.20 ,23.70 ,6.60 ,0.30 ,0.30 ,0.90 
S_144,Class_2,8.40 ,0.60 ,166.80 ,5286295.50 ,888777.30 ,1352.40 ,204146.70 ,10618758.00 ,12461124.00 ,176347.80 ,960.00 ,23.10 ,32.10 ,207.00 ,5817.00 ,10.80 ,12.00 ,829.50 ,11323.50 ,0.00 ,0.30 ,1972.80 ,885.90 ,2807.10 ,3965.70 ,2.40 ,5.10 ,10.20 ,0.30 ,78.90 ,116.40 ,10.80 ,0.60 ,0.30 ,3.60 
S_145,Class_2,8.10 ,0.00 ,114.00 ,7028784.90 ,1349249.10 ,450.00 ,116695.50 ,12939894.90 ,16634053.80 ,81338.40 ,701.70 ,27.60 ,24.60 ,276.30 ,7248.30 ,17.70 ,7.20 ,1235.40 ,17321.70 ,0.30 ,0.00 ,2827.80 ,1127.70 ,4366.80 ,2137.50 ,0.90 ,15.60 ,4.80 ,0.30 ,117.90 ,45.00 ,5.10 ,0.60 ,0.30 ,0.30 
S_146,Class_2,5.40 ,0.00 ,23.40 ,3828953.10 ,730383.00 ,6810.90 ,107119.80 ,7689500.70 ,9533514.30 ,73938.60 ,2782.20 ,14.40 ,55.20 ,186.90 ,7426.50 ,9.00 ,503.10 ,952.80 ,10363.80 ,0.30 ,0.00 ,2358.90 ,666.60 ,2574.00 ,2101.80 ,0.30 ,9.30 ,0.00 ,0.60 ,63.00 ,34.50 ,2.70 ,0.30 ,0.30 ,0.30 
S_147,Class_2,24.30 ,0.60 ,281.10 ,5353530.00 ,1280472.00 ,1107.00 ,316097.40 ,13999290.90 ,17207331.90 ,79394.70 ,961.50 ,18.60 ,69.60 ,289.20 ,6354.90 ,14.10 ,12.60 ,850.50 ,12031.50 ,0.00 ,0.00 ,2543.70 ,1136.70 ,4085.10 ,1637.70 ,2.40 ,11.70 ,6.90 ,0.30 ,110.10 ,40.80 ,12.00 ,0.00 ,0.30 ,6.00 
S_148,Class_2,3.90 ,0.00 ,4.20 ,2740977.00 ,648039.60 ,400.20 ,96861.30 ,6187651.80 ,7641896.70 ,79115.10 ,505.50 ,11.40 ,15.30 ,159.30 ,4063.80 ,7.50 ,5.70 ,569.70 ,7507.80 ,0.30 ,0.00 ,1718.10 ,589.20 ,1976.40 ,2253.60 ,0.90 ,4.20 ,0.00 ,0.00 ,53.40 ,37.80 ,3.90 ,0.60 ,0.00 ,0.90 
S_149,Class_2,8.40 ,0.00 ,161.70 ,5516552.40 ,1236999.60 ,295.20 ,109544.10 ,11094963.00 ,14749692.90 ,54180.30 ,618.90 ,18.60 ,35.70 ,292.80 ,7016.40 ,15.60 ,9.30 ,1032.00 ,12662.40 ,0.60 ,0.30 ,2559.90 ,1011.60 ,4018.50 ,1406.40 ,3.60 ,14.40 ,0.00 ,0.30 ,108.60 ,30.60 ,7.80 ,0.00 ,0.30 ,0.30 
S_150,Class_2,36.00 ,0.00 ,64.20 ,3683475.60 ,765530.70 ,963.00 ,59431.20 ,7453923.60 ,9241639.50 ,51410.70 ,744.00 ,11.10 ,18.90 ,189.30 ,3335.10 ,6.90 ,10.80 ,708.00 ,8286.00 ,0.00 ,0.30 ,1956.60 ,683.70 ,2394.00 ,884.40 ,0.30 ,6.90 ,0.00 ,0.60 ,62.40 ,65.40 ,2.10 ,1.20 ,0.30 ,15.30 
S_151,Class_2,14.10 ,0.60 ,355.50 ,10478318.10 ,1478952.90 ,1049.70 ,215289.00 ,16627647.30 ,19600132.80 ,89469.90 ,1032.30 ,29.10 ,34.50 ,306.90 ,9915.00 ,21.60 ,17.40 ,1446.60 ,23627.70 ,0.30 ,0.30 ,3750.30 ,1433.70 ,4633.20 ,2037.60 ,5.70 ,16.20 ,13.80 ,0.30 ,120.00 ,82.50 ,19.80 ,1.50 ,0.30 ,3.30 
S_152,Class_2,2.40 ,0.60 ,9.00 ,4480754.70 ,1086321.90 ,887.10 ,451083.90 ,11911464.90 ,14097236.10 ,59192.40 ,873.90 ,8.70 ,55.20 ,196.50 ,4919.10 ,10.20 ,12.90 ,815.10 ,10023.90 ,0.30 ,0.00 ,2380.20 ,1044.00 ,3328.50 ,1185.00 ,0.30 ,5.70 ,1.20 ,0.60 ,87.90 ,22.80 ,6.60 ,1.20 ,0.30 ,1.20 
S_153,Class_2,5.70 ,0.00 ,21.90 ,5490576.00 ,1083573.30 ,257.40 ,109581.90 ,9076665.30 ,11178168.30 ,49799.40 ,510.90 ,7.50 ,12.30 ,195.00 ,4403.10 ,12.00 ,5.40 ,909.90 ,11658.60 ,0.30 ,0.00 ,1884.00 ,974.40 ,2985.60 ,1168.50 ,5.10 ,7.20 ,0.00 ,0.00 ,85.20 ,24.90 ,10.20 ,0.90 ,0.30 ,0.90 
S_154,Class_2,4.80 ,0.60 ,45.90 ,5021960.40 ,854925.30 ,1292.40 ,405208.80 ,9244630.20 ,10797969.90 ,60761.40 ,935.40 ,11.10 ,16.80 ,214.80 ,4359.60 ,8.70 ,8.70 ,554.10 ,8646.00 ,0.30 ,0.30 ,2401.20 ,840.60 ,2538.60 ,1332.90 ,0.00 ,4.20 ,2.70 ,0.00 ,67.50 ,19.50 ,5.10 ,1.20 ,0.30 ,1.50 
S_155,Class_2,5.70 ,0.00 ,51.30 ,4953064.80 ,1003368.00 ,255.00 ,116495.40 ,8895599.10 ,11358162.30 ,118826.40 ,491.40 ,18.90 ,33.60 ,196.20 ,4425.60 ,11.70 ,7.80 ,982.80 ,11472.00 ,0.30 ,0.00 ,1895.70 ,885.60 ,2921.70 ,3896.70 ,2.10 ,13.20 ,0.30 ,0.00 ,77.40 ,35.40 ,6.00 ,0.30 ,0.30 ,1.80 
S_156,Class_2,8.10 ,0.30 ,120.00 ,5615936.10 ,1238622.60 ,809.10 ,97959.60 ,11893262.10 ,14716710.00 ,133236.30 ,646.80 ,27.60 ,44.10 ,255.60 ,7439.10 ,15.60 ,6.60 ,951.60 ,16249.20 ,0.30 ,0.00 ,2097.90 ,1188.00 ,3673.80 ,3325.80 ,1.80 ,10.20 ,0.00 ,0.30 ,104.10 ,46.20 ,6.60 ,0.00 ,0.30 ,0.90 
S_157,Class_2,0.90 ,0.00 ,147.00 ,3500445.60 ,750564.00 ,1669.80 ,107140.80 ,7071165.60 ,9436903.80 ,52146.60 ,454.80 ,10.80 ,27.60 ,152.70 ,4245.60 ,6.30 ,12.30 ,547.50 ,7981.50 ,0.30 ,0.00 ,1194.30 ,630.60 ,2083.50 ,1099.20 ,4.50 ,6.90 ,0.60 ,0.30 ,59.40 ,66.90 ,4.50 ,0.30 ,0.00 ,3.60 
S_158,Class_2,1.50 ,0.00 ,141.30 ,3166537.50 ,685779.00 ,1008.00 ,70518.90 ,6741957.30 ,9125325.90 ,111247.80 ,491.10 ,13.20 ,9.60 ,169.50 ,3399.90 ,9.30 ,12.30 ,602.40 ,9141.00 ,0.60 ,0.30 ,1584.30 ,660.30 ,2077.20 ,2675.70 ,13.20 ,8.70 ,0.30 ,0.90 ,53.70 ,100.80 ,8.70 ,1.80 ,0.00 ,0.90 
S_159,Class_2,2.10 ,0.00 ,170.40 ,3510040.50 ,867165.00 ,2797.50 ,76594.50 ,7955860.80 ,10770438.30 ,64413.90 ,537.30 ,13.80 ,40.80 ,179.10 ,5005.80 ,8.40 ,138.60 ,601.50 ,8726.70 ,0.90 ,0.30 ,1529.70 ,738.30 ,2460.90 ,1572.30 ,18.30 ,12.60 ,0.00 ,1.50 ,64.50 ,33.00 ,12.90 ,2.70 ,0.30 ,0.60 
S_160,Class_2,3.00 ,0.00 ,172.50 ,3624266.70 ,970754.10 ,2332.20 ,88087.50 ,8727623.10 ,11629312.20 ,42891.60 ,573.00 ,12.30 ,42.30 ,206.70 ,4526.70 ,9.90 ,10.20 ,561.00 ,8995.50 ,0.30 ,0.30 ,1716.90 ,773.40 ,2839.50 ,875.70 ,11.10 ,11.10 ,0.30 ,1.20 ,76.20 ,22.50 ,8.10 ,0.90 ,0.30 ,1.20 
S_161,Class_2,6.00 ,0.00 ,223.20 ,3364576.20 ,768475.50 ,698.10 ,41236.80 ,7622187.60 ,10026359.40 ,106433.70 ,488.40 ,15.00 ,9.00 ,151.50 ,4217.10 ,7.50 ,11.10 ,633.90 ,8299.80 ,0.30 ,0.00 ,1548.00 ,719.10 ,2222.10 ,2252.70 ,21.90 ,6.30 ,0.60 ,0.60 ,61.50 ,28.50 ,13.80 ,2.70 ,0.00 ,1.20 
S_162,Class_2,0.00 ,0.30 ,109.20 ,3501311.10 ,775389.90 ,1161.30 ,127432.80 ,6744604.20 ,9142004.40 ,45306.90 ,462.60 ,8.10 ,15.30 ,148.20 ,4045.20 ,6.30 ,116.40 ,587.40 ,7870.20 ,0.30 ,0.00 ,1137.00 ,629.10 ,2002.80 ,1017.60 ,2.40 ,5.10 ,0.00 ,0.30 ,57.30 ,49.20 ,2.40 ,0.30 ,0.00 ,1.80 
S_163,Class_2,6.60 ,0.00 ,188.10 ,4851638.70 ,1032633.00 ,1246.80 ,57570.30 ,9728364.30 ,13237865.70 ,58744.20 ,689.40 ,13.80 ,15.90 ,277.20 ,6368.70 ,11.40 ,17.40 ,644.70 ,10232.40 ,0.30 ,0.00 ,2270.40 ,863.40 ,3120.60 ,1116.00 ,7.20 ,9.60 ,2.70 ,1.20 ,83.10 ,26.70 ,4.50 ,0.60 ,0.30 ,1.80 
S_164,Class_2,2.70 ,0.00 ,75.30 ,3156385.20 ,809931.00 ,801.60 ,71947.50 ,7175197.50 ,9906342.60 ,46138.20 ,538.50 ,9.00 ,10.20 ,183.90 ,6058.20 ,8.70 ,12.30 ,486.00 ,8522.40 ,0.30 ,0.30 ,1716.30 ,739.20 ,2327.10 ,877.80 ,5.70 ,5.70 ,10.80 ,1.50 ,62.10 ,24.60 ,3.90 ,0.30 ,0.00 ,1.50 
S_165,Class_2,4.80 ,0.00 ,130.80 ,4370002.80 ,805277.70 ,1018.80 ,43553.70 ,7777729.20 ,9828613.20 ,56939.40 ,513.30 ,9.30 ,13.20 ,189.90 ,5940.90 ,7.80 ,26.70 ,857.70 ,9561.30 ,0.30 ,0.30 ,1773.30 ,766.50 ,2232.00 ,1199.40 ,14.10 ,6.90 ,3.00 ,1.80 ,61.20 ,26.10 ,8.40 ,1.80 ,0.00 ,21.60 
S_166,Class_2,1.80 ,0.00 ,99.30 ,4391923.20 ,968636.40 ,4556.40 ,116068.20 ,8380607.70 ,11162577.60 ,52602.60 ,531.00 ,7.20 ,12.00 ,227.10 ,5237.40 ,8.70 ,107.70 ,528.60 ,9542.10 ,0.90 ,0.00 ,1853.10 ,831.90 ,2624.10 ,1053.60 ,4.80 ,5.70 ,0.00 ,19.80 ,70.20 ,35.70 ,3.90 ,0.00 ,0.00 ,0.30 
S_167,Class_2,4.20 ,0.30 ,246.00 ,4058468.10 ,978504.90 ,1288.80 ,89419.50 ,9519512.10 ,13044771.60 ,139273.50 ,744.30 ,22.50 ,27.00 ,228.90 ,5777.40 ,8.70 ,106.50 ,682.20 ,10955.10 ,0.60 ,0.30 ,1508.10 ,858.30 ,2883.90 ,3144.00 ,10.50 ,8.10 ,0.30 ,8.40 ,80.70 ,219.30 ,7.20 ,1.20 ,0.00 ,0.60 
S_168,Class_2,5.10 ,0.00 ,124.80 ,4107409.20 ,1015347.00 ,945.90 ,67040.70 ,9551377.80 ,13482517.20 ,86713.80 ,633.00 ,19.80 ,14.40 ,220.50 ,5069.10 ,8.70 ,10.50 ,657.90 ,10284.60 ,0.00 ,0.00 ,2145.90 ,900.00 ,2947.20 ,1868.10 ,4.50 ,6.90 ,0.90 ,5.70 ,79.80 ,27.60 ,3.90 ,0.30 ,0.00 ,0.00 
S_169,Class_2,4.50 ,0.30 ,99.00 ,4167011.10 ,958259.40 ,2727.00 ,67571.10 ,8807165.40 ,12839207.10 ,50990.70 ,603.90 ,19.80 ,13.80 ,209.10 ,5560.50 ,7.50 ,9.30 ,644.10 ,9883.20 ,0.30 ,0.00 ,1869.30 ,782.70 ,2799.30 ,904.20 ,3.00 ,6.00 ,0.30 ,1.80 ,75.60 ,12.00 ,2.40 ,0.30 ,0.00 ,0.90 
S_170,Class_2,6.90 ,0.00 ,299.10 ,3387570.90 ,800733.60 ,886.80 ,33662.10 ,7821439.20 ,10161724.80 ,64677.30 ,486.00 ,14.10 ,13.50 ,161.10 ,4678.20 ,6.90 ,18.30 ,560.10 ,8598.30 ,0.30 ,0.60 ,1505.10 ,701.40 ,2247.90 ,1453.80 ,87.30 ,14.70 ,2.70 ,1.80 ,63.00 ,24.30 ,50.10 ,10.80 ,0.30 ,0.90 
S_171,Class_2,1.20 ,0.00 ,122.40 ,3506695.20 ,738543.00 ,1445.10 ,108857.10 ,7456124.10 ,9867789.60 ,78686.70 ,573.90 ,17.40 ,35.40 ,183.60 ,6371.70 ,7.20 ,163.80 ,634.80 ,8037.60 ,0.30 ,0.30 ,1629.60 ,617.70 ,2219.70 ,1850.40 ,5.40 ,7.80 ,0.30 ,1.20 ,58.50 ,43.50 ,4.20 ,0.60 ,0.00 ,0.00 
S_172,Class_2,4.50 ,0.00 ,122.10 ,4130612.40 ,1123084.80 ,1241.70 ,68895.60 ,10369286.10 ,14661653.70 ,111270.00 ,702.30 ,22.50 ,14.40 ,250.80 ,5587.50 ,11.40 ,32.40 ,744.00 ,12058.20 ,0.30 ,0.00 ,2028.00 ,1019.10 ,3252.60 ,2761.80 ,4.20 ,11.70 ,1.80 ,2.10 ,84.90 ,65.10 ,2.70 ,0.30 ,0.00 ,0.00 
S_173,Class_2,0.30 ,0.30 ,54.60 ,2997322.80 ,679477.50 ,2891.70 ,111092.10 ,6412616.70 ,8146441.80 ,46805.10 ,541.20 ,10.20 ,38.40 ,141.60 ,5005.20 ,7.20 ,101.10 ,531.30 ,8050.80 ,0.30 ,0.30 ,1426.50 ,663.60 ,1837.50 ,1062.90 ,3.90 ,9.30 ,0.30 ,1.50 ,48.00 ,36.00 ,3.30 ,0.00 ,0.00 ,0.60 
S_174,Class_2,3.00 ,0.00 ,117.90 ,4164323.40 ,901893.90 ,2511.60 ,127326.60 ,8159943.00 ,10999190.10 ,55789.20 ,556.20 ,17.10 ,18.60 ,218.70 ,7924.50 ,7.20 ,164.70 ,673.80 ,9206.70 ,0.60 ,0.30 ,1798.50 ,739.20 ,2434.50 ,1067.70 ,3.90 ,9.60 ,1.80 ,1.80 ,66.30 ,62.10 ,3.30 ,0.30 ,0.00 ,149.10 
S_175,Class_2,7.20 ,0.00 ,192.30 ,4682199.00 ,1055436.90 ,751.80 ,43579.80 ,10334035.50 ,14128771.80 ,99467.40 ,685.50 ,24.30 ,10.50 ,255.90 ,5602.80 ,8.70 ,12.30 ,716.70 ,10059.90 ,0.60 ,0.00 ,2222.70 ,888.30 ,3061.50 ,1961.70 ,13.20 ,7.80 ,1.20 ,4.80 ,82.80 ,24.90 ,7.80 ,1.50 ,0.00 ,1.20 
S_176,Class_2,3.60 ,0.30 ,122.40 ,5425090.50 ,963970.20 ,1211.70 ,121960.20 ,9102224.70 ,11460025.80 ,68505.30 ,600.90 ,17.70 ,10.20 ,236.70 ,5748.30 ,7.50 ,26.10 ,721.80 ,10873.80 ,0.00 ,0.00 ,1886.40 ,829.80 ,2502.90 ,1356.00 ,2.40 ,5.40 ,0.00 ,0.60 ,69.00 ,68.10 ,2.70 ,0.60 ,0.00 ,1.50 
S_177,Class_2,9.60 ,0.00 ,256.80 ,5314818.90 ,1007008.20 ,11486.10 ,58168.80 ,9980261.40 ,13399504.80 ,92290.20 ,676.80 ,16.20 ,16.20 ,294.00 ,9176.70 ,7.20 ,20.40 ,594.00 ,11418.00 ,1.50 ,0.00 ,1841.40 ,946.20 ,2858.10 ,1869.90 ,8.40 ,6.90 ,0.90 ,3.90 ,79.50 ,30.00 ,5.70 ,0.60 ,0.00 ,17.10 
S_178,Class_2,4.50 ,0.00 ,160.80 ,3647832.00 ,829282.80 ,941.40 ,56649.90 ,7986659.40 ,10825373.70 ,100792.50 ,533.40 ,16.50 ,23.10 ,236.70 ,5346.30 ,6.00 ,42.30 ,581.40 ,8742.30 ,0.30 ,0.30 ,1543.20 ,639.90 ,2341.20 ,2415.60 ,11.10 ,5.10 ,2.10 ,0.60 ,69.60 ,42.30 ,7.20 ,0.90 ,0.00 ,0.30 
S_179,Class_2,3.60 ,0.30 ,164.40 ,3766953.60 ,1019919.00 ,1361.10 ,77869.80 ,9526256.10 ,13664622.90 ,104794.80 ,670.50 ,18.90 ,7.80 ,210.90 ,4553.10 ,7.50 ,7.20 ,564.00 ,10569.90 ,0.00 ,0.30 ,1649.70 ,900.60 ,2944.80 ,2355.90 ,2.40 ,5.40 ,0.00 ,0.60 ,84.60 ,31.50 ,2.10 ,0.90 ,0.00 ,1.20 
S_180,Class_2,2.40 ,0.00 ,86.10 ,4101341.40 ,907208.40 ,527.70 ,68427.60 ,8690936.40 ,10633722.60 ,64046.10 ,589.20 ,15.30 ,29.40 ,196.80 ,4660.80 ,11.10 ,14.70 ,792.90 ,11818.80 ,0.00 ,0.30 ,2179.80 ,897.60 ,2676.30 ,1273.50 ,0.00 ,10.80 ,0.00 ,0.60 ,71.10 ,259.20 ,2.40 ,1.20 ,0.30 ,3.30 
S_191,Class_3,13.79 ,0.00 ,294.10 ,1621630.47 ,863997.97 ,919.18 ,3439.81 ,11181566.23 ,11203364.55 ,41122.19 ,158.33 ,5.51 ,45.74 ,228.40 ,7436.15 ,12.82 ,37.67 ,1370.63 ,14347.24 ,0.06 ,0.82 ,1375.32 ,1318.54 ,2872.10 ,799.86 ,21.60 ,17.35 ,0.00 ,0.39 ,52.49 ,27.06 ,26.65 ,0.79 ,0.63 ,0.85 
S_192,Class_3,19.54 ,0.04 ,509.85 ,2249190.73 ,1182573.62 ,1525.44 ,4187.93 ,15215999.76 ,15815709.01 ,42754.71 ,179.34 ,8.14 ,35.23 ,309.94 ,9024.29 ,20.45 ,42.35 ,1387.35 ,16417.94 ,0.00 ,0.00 ,2256.67 ,1805.25 ,4105.30 ,898.44 ,17.24 ,29.34 ,0.00 ,1.08 ,80.97 ,20.83 ,25.89 ,0.41 ,0.88 ,0.83 
S_193,Class_3,21.13 ,0.00 ,480.53 ,2367139.31 ,1154337.26 ,1382.21 ,14110.42 ,15080406.23 ,15990473.27 ,42875.47 ,208.46 ,8.40 ,17.87 ,267.85 ,9099.32 ,18.07 ,35.92 ,1415.70 ,15795.60 ,0.43 ,0.05 ,2453.66 ,1460.73 ,4148.56 ,907.74 ,17.93 ,20.34 ,0.00 ,0.59 ,78.94 ,25.68 ,24.62 ,0.97 ,0.79 ,0.60 
S_194,Class_3,10.21 ,0.00 ,300.98 ,1501239.14 ,909074.83 ,1599.64 ,14739.01 ,11195045.61 ,11560431.86 ,29017.21 ,209.66 ,6.81 ,15.73 ,208.24 ,4919.53 ,9.95 ,36.17 ,936.10 ,11111.52 ,0.08 ,0.00 ,1355.43 ,1353.48 ,2954.53 ,571.66 ,13.99 ,14.37 ,0.00 ,0.16 ,52.78 ,17.61 ,21.32 ,0.47 ,0.70 ,0.50 
S_195,Class_3,14.87 ,0.00 ,328.27 ,2235537.74 ,1095709.46 ,1127.29 ,9304.34 ,14503308.01 ,15361143.35 ,39604.89 ,134.09 ,8.19 ,13.19 ,205.37 ,7633.04 ,15.46 ,38.51 ,1468.66 ,13916.15 ,0.08 ,0.00 ,1968.20 ,1418.44 ,3907.64 ,820.87 ,14.28 ,17.66 ,0.00 ,0.97 ,71.97 ,14.34 ,20.22 ,0.58 ,0.90 ,0.89 
S_196,Class_3,15.90 ,0.02 ,404.58 ,2175878.05 ,1053615.41 ,1474.21 ,11824.85 ,13601702.60 ,14407231.84 ,43596.39 ,202.22 ,8.76 ,29.67 ,203.14 ,7047.49 ,15.96 ,43.29 ,1489.82 ,16631.45 ,0.07 ,0.00 ,1529.03 ,1368.26 ,3656.06 ,929.76 ,12.25 ,17.99 ,0.00 ,0.80 ,68.12 ,17.09 ,19.20 ,0.47 ,0.82 ,0.50 
S_197,Class_3,9.95 ,0.00 ,365.94 ,1475922.23 ,946414.34 ,1505.37 ,3569.23 ,11894364.36 ,11602093.09 ,32621.61 ,222.47 ,5.47 ,7.77 ,200.16 ,5354.23 ,11.89 ,31.65 ,1034.32 ,11811.43 ,0.00 ,0.06 ,1161.94 ,1179.06 ,2908.53 ,646.75 ,11.23 ,12.76 ,0.00 ,0.62 ,58.22 ,20.90 ,16.71 ,0.38 ,0.67 ,1.24 
S_198,Class_3,11.29 ,0.00 ,237.66 ,1674626.91 ,804875.30 ,1546.80 ,2336.27 ,10811696.62 ,11350024.07 ,32747.50 ,162.92 ,6.17 ,34.77 ,192.35 ,6380.98 ,10.44 ,33.65 ,1065.57 ,10556.97 ,0.00 ,0.00 ,1414.12 ,1001.46 ,2867.31 ,721.72 ,10.15 ,14.07 ,0.00 ,0.37 ,54.75 ,16.13 ,15.76 ,0.32 ,0.42 ,0.69 
S_199,Class_3,15.66 ,0.13 ,312.22 ,2090737.15 ,1081082.46 ,1481.47 ,5002.92 ,13996791.87 ,14271785.97 ,34809.71 ,144.12 ,14.34 ,20.27 ,291.79 ,8135.29 ,15.17 ,37.10 ,1450.66 ,15410.98 ,0.08 ,0.00 ,3013.70 ,1295.22 ,3486.37 ,696.70 ,10.51 ,15.58 ,0.00 ,1.37 ,82.57 ,17.38 ,17.70 ,0.42 ,0.80 ,0.61 
